Sort	Order	Family	Subfamily	Genus	Species	Type Species?	Exemplar Accession Number	Exemplar Isolate	Genome Composition	Last Change	MSL of Last Change	Proposal	Taxon History URL
3816	Unassigned	Potyviridae		Rymovirus	Hordeum mosaic virus	0	AY623627	ATCC PV81	ssRNA(+)	New,	13	Ratification_1993	ICTVonline=20163956
3817	Unassigned	Potyviridae		Rymovirus	Ryegrass mosaic virus	1	Y09854	D	ssRNA(+)	New,Assigned as Type Species,	13	Ratification_1993	ICTVonline=20163957
3818	Unassigned	Potyviridae		Tritimovirus	Brome streak mosaic virus	0	Z48506	Goetz & Maiss	ssRNA(+)	New,	17	Ratification_1998	ICTVonline=20163959
3819	Unassigned	Potyviridae		Tritimovirus	Oat necrotic mottle virus	0	AY377938	Type-NE	ssRNA(+)	Moved,	22	2003.P016-029.Potyviridae	ICTVonline=20163960
3820	Unassigned	Potyviridae		Tritimovirus	Tall oatgrass mosaic virus	0	KF260962	Benesov 	ssRNA(+)	New,	29	2014.005aP.A.v1.Tritimovirus_sp	ICTVonline=20163961
3821	Unassigned	Potyviridae		Tritimovirus	Wheat eqlid mosaic virus	0	EF608612	Iran 	ssRNA(+)	New,	25	2009.006a-dP.v2.Potyviridae-10Sp	ICTVonline=20163962
3822	Unassigned	Potyviridae		Tritimovirus	Wheat streak mosaic virus	1	AF057533	Sidney 81	ssRNA(+)	Moved,Assigned as Type Species,	17	Ratification_1998	ICTVonline=20163963
3823	Unassigned	Potyviridae		Tritimovirus	Yellow oat-grass mosaic virus	0	KF984546	Sb 	ssRNA(+)	New,	27	2012.013aP.A.v1.Tritimovirus-sp	ICTVonline=20163964
3824	Unassigned	Potyviridae		Unassigned	Rose yellow mosaic virus	0	JF280796	Minnesota 	ssRNA(+)	New,	28	2013.007aP.A.v2.Potyviridae_sp	ICTVonline=20163966
3825	Unassigned	Potyviridae		Unassigned	Spartina mottle virus	0			ssRNA(+)	New,	22	2003.P016-029.Potyviridae	ICTVonline=20163967
3826	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Canarypox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163971
3827	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Fowlpox virus	1			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163972
3828	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Juncopox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163973
3829	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Mynahpox virus	0			dsDNA	New,	14	ICTV 6th Report	ICTVonline=20163974
3830	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Pigeonpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163975
3831	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Psittacinepox virus	0			dsDNA	New,	12	ICTV 5th Report	ICTVonline=20163976
3832	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Quailpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163977
3833	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Sparrowpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163978
3834	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Starlingpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163979
3835	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Turkeypox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163980
3836	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Goatpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163982
3837	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Lumpy skin disease virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163983
3838	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Sheeppox virus	1			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20163984
3839	Unassigned	Poxviridae	Chordopoxvirinae	Centapoxvirus	Yokapox virus	1	HQ849551	Yokapox virus	dsDNA	New,	31	2016.018a-dD.A.v3.Centapoxvirus	ICTVonline=20165422
3840	Unassigned	Poxviridae	Chordopoxvirinae	Cervidpoxvirus	Mule deerpox virus	1			dsDNA	Renamed,	26	2010.020abV.A.v1.Poxviridae-2sp_ren	ICTVonline=20163986
3841	Unassigned	Poxviridae	Chordopoxvirinae	Crocodylidpoxvirus	Nile crocodilepox virus	1			dsDNA	New,Assigned as Type Species,	26	2010.019a-eV.A.v1.Crocodylidpoxvirus	ICTVonline=20163988
3842	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Hare fibroma virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163990
3843	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Myxoma virus	1			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163991
3844	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Rabbit fibroma virus	0			dsDNA	Renamed,	14	ICTV 6th Report	ICTVonline=20163992
3845	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Squirrel fibroma virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163993
3846	Unassigned	Poxviridae	Chordopoxvirinae	Molluscipoxvirus	Molluscum contagiosum virus	1			dsDNA	Moved,Assigned as Type Species,	11	Ratification_1990	ICTVonline=20163995
3847	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Camelpox virus	0			dsDNA	Renamed,	6	ICTV 3rd Report	ICTVonline=20163997
3848	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Cowpox virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163998
3849	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Ectromelia virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20163999
3850	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Monkeypox virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20164000
3851	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Raccoonpox virus	0			dsDNA	Moved,	12	ICTV 5th Report	ICTVonline=20164001
3852	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Skunkpox virus	0			dsDNA	New,	26	2010.019a-eV.A.v1.Crocodylidpoxvirus	ICTVonline=20164002
3853	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Taterapox virus	0			dsDNA	New,	12	ICTV 5th Report	ICTVonline=20164003
3854	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Vaccinia virus	1			dsDNA	Merged,Assigned as Type Species,	12	ICTV 5th Report	ICTVonline=20164004
3855	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Variola virus	0			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20164005
3856	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Volepox virus	0			dsDNA	New,	14	ICTV 6th Report	ICTVonline=20164006
3857	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Bovine papular stomatitis virus	0			dsDNA	Renamed,	14	ICTV 6th Report	ICTVonline=20164008
3858	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Orf virus	1			dsDNA	Moved,	5	Ratification_1978	ICTVonline=20164009
3859	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Parapoxvirus of red deer in New Zealand	0			dsDNA	New,	14	ICTV 6th Report	ICTVonline=20164010
3860	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Pseudocowpox virus	0			dsDNA	Renamed,	12	ICTV 5th Report	ICTVonline=20164011
3861	Unassigned	Poxviridae	Chordopoxvirinae	Suipoxvirus	Swinepox virus	1			dsDNA	Moved,Assigned as Type Species,	5	Ratification_1978	ICTVonline=20164013
3862	Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Pteropox virus	0	KU980965	pteropox virus strain Australia (PTPV-Aus)	dsDNA	New,	31	2016.013aD.A.v2.Chordopoxvirinae_sp	ICTVonline=20165423
3863	Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Squirrelpox virus	0			dsDNA	Renamed,	26	2010.020abV.A.v1.Poxviridae-2sp_ren	ICTVonline=20164015
3864	Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Tanapox virus	0			dsDNA	Moved,	12	ICTV 5th Report	ICTVonline=20164017
3865	Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Yaba monkey tumor virus	1			dsDNA	Renamed,	14	ICTV 6th Report	ICTVonline=20164018
3866	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Anomala cuprea entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164021
3867	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Aphodius tasmaniae entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164022
3868	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Demodema bonariensis entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164023
3869	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Dermolepida albohirtum entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164024
3870	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Figulus sublaevis entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164025
3871	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Geotrupes sylvaticus entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164026
3872	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Melolontha melolontha entomopoxvirus	1			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164027
3873	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Acrobasis zelleri entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164029
3874	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Adoxophyes honmai entomopoxvirus	0	HF679131		dsDNA	New,	29	2013.002aI.A.v3.Betaentomopoxvirus_3sp	ICTVonline=20164030
3875	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Amsacta moorei entomopoxvirus	1			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164031
3876	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Arphia conspersa entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164032
3877	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura biennis entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164033
3878	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura conflicta entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164034
3879	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura diversuma entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164035
3880	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura fumiferana entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164036
3881	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Choristoneura rosaceana entomopoxvirus	0	HF769133		dsDNA	New,	29	2013.002aI.A.v3.Betaentomopoxvirus_3sp	ICTVonline=20164037
3882	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Chorizagrotis auxiliaris entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164038
3883	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Heliothis armigera entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164039
3884	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Locusta migratoria entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164040
3885	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Mythimna separata entomopoxvirus	0	HF679134		dsDNA	New,	29	2013.002aI.A.v3.Betaentomopoxvirus_3sp	ICTVonline=20164041
3886	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Oedaleus senegalensis entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164042
3887	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Operophtera brumata entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164043
3888	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Schistocerca gregaria entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164044
3889	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Aedes aegypti entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164046
3890	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Camptochironomus tentans entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164047
3891	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Chironomus attenuatus entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164048
3892	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Chironomus luridus entomopoxvirus	1			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164049
3893	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Chironomus plumosus entomopoxvirus	0			dsDNA	Moved,	22	2003.V192-194.Entomopoxvirus	ICTVonline=20164050
3894	Unassigned	Poxviridae	Entomopoxvirinae	Gammaentomopoxvirus	Goeldichironomus holoprasinus entomopoxvirus	0			dsDNA	Renamed,	29	2014.001aI.A.v1.Entomopoxvirus-spcorr	ICTVonline=20164051
3895	Unassigned	Poxviridae	Entomopoxvirinae	Unassigned	Diachasmimorpha entomopoxvirus	0			dsDNA	New,	23	ICTV 8th Report	ICTVonline=20164053
3896	Unassigned	Poxviridae	Entomopoxvirinae	Unassigned	Melanoplus sanguinipes entomopoxvirus 'O'	0			dsDNA	Moved,	22	Ratification_2004	ICTVonline=20164054
3897	Unassigned	Pseudoviridae		Hemivirus	Aedes aegypti Mosqcopia virus	0			ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164058
3898	Unassigned	Pseudoviridae		Hemivirus	Candida albicans Tca2 virus	0	AF050215	hOG759	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164059
3899	Unassigned	Pseudoviridae		Hemivirus	Candida albicans Tca5 virus	0	AF065434	SC5314	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164060
3900	Unassigned	Pseudoviridae		Hemivirus	Drosophila melanogaster 1731 virus	0			ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164061
3901	Unassigned	Pseudoviridae		Hemivirus	Drosophila melanogaster copia virus	1			ssRNA-RT	New,Assigned as Type Species,	17	Ratification_1998	ICTVonline=20164062
3902	Unassigned	Pseudoviridae		Hemivirus	Saccharomyces cerevisiae Ty5 virus	0	U19263	Zou	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164063
3903	Unassigned	Pseudoviridae		Hemivirus	Volvox carteri Lueckenbuesser virus	0	U90320	UTEX 1885 (HK10)	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164064
3904	Unassigned	Pseudoviridae		Hemivirus	Volvox carteri Osser virus	0	X69552	Lindauer	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164065
3905	Unassigned	Pseudoviridae		Pseudovirus	Arabidopsis thaliana Art1 virus	0	Y08010	Herve	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164067
3906	Unassigned	Pseudoviridae		Pseudovirus	Arabidopsis thaliana AtRE1 virus	0	AB021265	Kuwahara	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164068
3907	Unassigned	Pseudoviridae		Pseudovirus	Arabidopsis thaliana evelknievel virus	0	AF039373	Henikoff	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164069
3908	Unassigned	Pseudoviridae		Pseudovirus	Arabidopsis thaliana Ta1 virus	0	X13291	Voytas	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164070
3909	Unassigned	Pseudoviridae		Pseudovirus	Brassica oleracea Melmoth virus	0	Y12321	Pastuglia	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164071
3910	Unassigned	Pseudoviridae		Pseudovirus	Cajanus cajan Panzee virus	0			ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164072
3911	Unassigned	Pseudoviridae		Pseudovirus	Glycine max Tgmr virus	0	U96748	Bhattacharyya	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164073
3912	Unassigned	Pseudoviridae		Pseudovirus	Hordeum vulgare BARE-1 virus	0	Z17327	NK 1558	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164074
3913	Unassigned	Pseudoviridae		Pseudovirus	Nicotiana tabacum Tnt1 virus	0	X13777	Rouze	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164075
3914	Unassigned	Pseudoviridae		Pseudovirus	Nicotiana tabacum Tto1 virus	0	D83003	Hirochika	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164076
3915	Unassigned	Pseudoviridae		Pseudovirus	Oryza australiensis RIRE1 virus	0	D85597	Ohtsubo	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164077
3916	Unassigned	Pseudoviridae		Pseudovirus	Oryza longistaminata Retrofit virus	0	U72726	IRBB21	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164078
3917	Unassigned	Pseudoviridae		Pseudovirus	Physarum polycephalum Tp1 virus	0			ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164079
3918	Unassigned	Pseudoviridae		Pseudovirus	Saccharomyces cerevisiae Ty1 virus	1	M18706	Boeke	ssRNA-RT	New,Assigned as Type Species,	17	Ratification_1998	ICTVonline=20164080
3919	Unassigned	Pseudoviridae		Pseudovirus	Saccharomyces cerevisiae Ty2 virus	0	X03840	Warmington	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164081
3920	Unassigned	Pseudoviridae		Pseudovirus	Saccharomyces cerevisiae Ty4 virus	0	M94164	C836	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164082
3921	Unassigned	Pseudoviridae		Pseudovirus	Solanum tuberosum Tst1 virus	0	X52387	Brisson	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164083
3922	Unassigned	Pseudoviridae		Pseudovirus	Triticum aestivum WIS-2 virus	0			ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164084
3923	Unassigned	Pseudoviridae		Pseudovirus	Zea mays Hopscotch virus	0	U12626	White	ssRNA-RT	New,	18	ICTV 7th Report	ICTVonline=20164085
3924	Unassigned	Pseudoviridae		Pseudovirus	Zea mays Sto-4 virus	0	AF082133	Marillonnet	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164086
3925	Unassigned	Pseudoviridae		Sirevirus	Arabidopsis thaliana Endovir virus	0	AY016208	Peterson-Burch	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164088
3926	Unassigned	Pseudoviridae		Sirevirus	Glycine max SIRE1 virus	1			ssRNA-RT	New,Assigned as Type Species,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164089
3927	Unassigned	Pseudoviridae		Sirevirus	Lycopersicon esculentum ToRTL1 virus	0	U68072	Daraselia	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164090
3928	Unassigned	Pseudoviridae		Sirevirus	Zea mays Opie-2 virus	0	U68408	SanMiguel	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164091
3929	Unassigned	Pseudoviridae		Sirevirus	Zea mays Prem-2 virus	0	U41000	Turcich	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164092
3930	Unassigned	Pseudoviridae		Unassigned	Phaseolus vulgaris Tpv2-6 virus	0	AJ005762	Bachmair	ssRNA-RT	New,	22	2003.Fxxx.Pseudoviridae	ICTVonline=20164094
3931	Unassigned	Quadriviridae		Quadrivirus	Rosellinia necatrix quadrivirus 1	1	RNA1: AB620061, RNA2: AB620062, RNA3: AB620063, RNA4: AB620064	W1075 	dsRNA	New,Assigned as Type Species,	27	2012.001a-gF.A.v4.Quadriviridae	ICTVonline=20164098
3932	Unassigned	Reoviridae	Sedoreovirinae	Cardoreovirus	Eriocheir sinensis reovirus	1			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164102
3933	Unassigned	Reoviridae	Sedoreovirinae	Mimoreovirus	Micromonas pusilla reovirus	1	S1: DQ126101, S2: DQ126102, S3: DQ126103, S4: DQ126104, S5: DQ126105, S6: DQ126106, S7: DQ126107, S8: DQ126108, S9: DQ126109, S10: DQ126110, S11: DQ126111	Netherlands 	dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164104
3934	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	African horse sickness virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164106
3935	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Bluetongue virus	1			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164107
3936	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Changuinola virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164108
3937	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Chenuda virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164109
3938	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Chobar Gorge virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164110
3939	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Corriparta virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164111
3940	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Epizootic hemorrhagic disease virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164112
3941	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Equine encephalosis virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164113
3942	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Eubenangee virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164114
3943	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Great Island virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164115
3944	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Ieri virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164116
3945	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Lebombo virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164117
3946	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Orungo virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164118
3947	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Palyam virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164119
3948	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Peruvian horse sickness virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164120
3949	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	St Croix River virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164121
3950	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Umatilla virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164122
3951	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Wad Medani virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164123
3952	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Wallal virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164124
3953	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Warrego virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164125
3954	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Wongorr virus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164126
3955	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Yunnan orbivirus	0			dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164127
3956	Unassigned	Reoviridae	Sedoreovirinae	Phytoreovirus	Rice dwarf virus	0	RNA1: U73201, RNA2: U73202, RNA3: U72757, RNA4: U36562, RNA5: U36563, RNA6: U36564, RNA7: U36402, RNA8: U36565, RNA9: U36566, RNA10: U36567, RNA11: U36568, RNA12: U36569	China	dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164129
3957	Unassigned	Reoviridae	Sedoreovirinae	Phytoreovirus	Rice gall dwarf virus	0	RNA1: AB254451, RNA2: D86439, RNA3: D13774, RNA4: AB254452, RNA5: D76429, RNA6: AB254454, RNA7: AB254453, RNA8: D13410, RNA9: D01047, RNA10: D13411, RNA11: AB030009, RNA12: AB254455	Thailand	dsRNA	Moved,	25	2007.127-129V.v2.Spina-Sedoreovirinae	ICTVonline=20164130
